transaction_id,currency,id,ip_address,device,payment_method,user_registration_country,transaction_type,amount,user_id,country,timestamp,merchant,user_age,card_type,is_fraud
TX816741,USD,49,185.201.43.97,Unknown,Card,US,Online,2663.42,U9992,CN,2026-02-05 22:08:00,UnknownShop,52.0,Mastercard,True
TX729952,USD,50,10.0.0.207,Android,ApplePay,KZ,POS,199.27,U1004,KZ,2026-02-05 22:08:00,Netflix,23.0,Visa,True
TX303595,USD,51,10.0.0.211,Android,ApplePay,KZ,Online,24.29,U1004,KZ,2026-02-05 22:08:00,Amazon,23.0,Mastercard,True
TX590189,USD,52,10.0.0.248,Android,Card,DE,Online,79.13,U1003,DE,2026-02-05 22:08:00,Amazon,42.0,Mastercard,True
TX452413,USD,53,185.101.112.25,Unknown,Card,US,Online,5445.22,U9992,BR,2026-02-05 22:09:00,UnknownShop,58.0,Mastercard,True
TX639460,USD,54,10.0.0.49,iPhone,GooglePay,US,Online,25.44,U1002,US,2026-02-05 22:09:00,Netflix,35.0,Visa,False
TX989880,USD,55,10.0.0.248,Windows,ApplePay,US,POS,97.8,U1005,US,2026-02-05 22:09:00,Apple,30.0,Mastercard,False
TX492473,USD,56,10.0.0.146,Windows,ApplePay,US,Online,87.54,U1005,US,2026-02-07 14:32:00,Steam,30.0,Visa,False
TX983406,USD,57,10.0.0.132,Android,GooglePay,US,Online,95.38,U1001,US,2026-02-07 14:32:00,Amazon,28.0,Visa,False
TX450081,USD,58,10.0.0.78,iPhone,Card,US,POS,62.28,U6838,US,2026-02-07 14:32:00,Apple,57.0,Mastercard,False
TX696634,USD,59,10.0.0.248,Android,Card,DE,Online,273.02,U3101,DE,2026-02-07 14:33:00,Netflix,25.0,Mastercard,True
TX579949,USD,60,10.0.0.182,Android,ApplePay,US,POS,178.42,U8370,US,2026-02-07 14:33:00,Amazon,19.0,Mastercard,False
TX718652,USD,61,10.0.0.87,Android,ApplePay,KZ,POS,156.11,U5862,KZ,2026-02-07 14:33:00,Amazon,27.0,Visa,True
TX333036,USD,62,10.0.0.134,iPhone,Card,DE,POS,218.95,U9939,DE,2026-02-07 14:33:00,Steam,37.0,Mastercard,True
TX148021,USD,63,10.0.0.54,Windows,GooglePay,US,Online,166.48,U1005,US,2026-02-07 14:33:00,Apple,30.0,Visa,False
TX651271,USD,64,10.0.0.216,iPhone,GooglePay,US,Online,198.38,U8158,US,2026-02-07 14:33:00,Steam,48.0,Visa,False
TX346658,USD,65,10.0.0.32,Android,ApplePay,US,Online,254.74,U1005,US,2026-02-07 14:33:00,Amazon,30.0,Visa,False
TX730934,USD,66,10.0.0.14,Android,ApplePay,DE,Online,164.82,U6992,DE,2026-02-07 14:33:00,Apple,24.0,Mastercard,True
TX511229,USD,67,10.0.0.26,Windows,Card,KZ,Online,271.55,U1004,KZ,2026-02-07 14:33:00,Apple,23.0,Mastercard,True
TX181115,USD,68,185.100.12.233,Unknown,Card,US,Online,8049.87,F9331,CN,2026-02-07 14:33:00,UnknownShop,57.0,Visa,True
TX174567,USD,69,185.179.241.28,Unknown,Card,US,Online,4492.78,F9034,CN,2026-02-07 14:33:00,UnknownShop,51.0,Visa,True
TX286202,USD,70,10.0.0.193,iPhone,Card,KZ,Online,268.73,U1004,KZ,2026-02-07 14:33:00,Steam,23.0,Visa,True
TX527633,USD,71,10.0.0.66,Windows,Card,DE,POS,33.82,U7367,DE,2026-02-07 14:34:00,Apple,32.0,Mastercard,True
TX469060,USD,72,10.0.0.30,Android,Card,DE,Online,174.09,U9939,DE,2026-02-07 14:34:00,Steam,37.0,Visa,True
TX102314,USD,73,10.0.0.91,iPhone,ApplePay,DE,Online,295.44,U7367,DE,2026-02-07 14:34:00,Netflix,32.0,Mastercard,True
TX454523,USD,74,10.0.0.35,Android,ApplePay,DE,POS,87.17,U6992,DE,2026-02-07 14:34:00,Amazon,24.0,Visa,True
TX630601,USD,75,185.231.111.57,Unknown,Card,US,Online,7325.52,F9643,CN,2026-02-07 14:34:00,AliExpress,18.0,Visa,True
TX734103,USD,76,10.0.0.30,Windows,Card,US,POS,107.78,U6525,US,2026-02-07 14:34:00,Apple,30.0,Visa,False
TX276731,USD,77,10.0.0.187,iPhone,ApplePay,US,Online,199.78,U6525,US,2026-02-07 14:34:00,Steam,30.0,Mastercard,False
TX506801,USD,78,10.0.0.150,Windows,Card,DE,POS,266.83,U9939,DE,2026-02-07 14:34:00,Amazon,37.0,Mastercard,True
TX666699,USD,79,10.0.0.117,Android,Card,US,POS,269.12,U1002,US,2026-02-07 14:34:00,Netflix,35.0,Mastercard,False
TX823969,USD,80,10.0.0.96,iPhone,Card,US,POS,265.69,U1005,US,2026-02-07 14:34:00,Netflix,30.0,Visa,False
TX195305,USD,81,10.0.0.65,iPhone,ApplePay,DE,POS,30.58,U9939,DE,2026-02-07 14:34:00,Amazon,37.0,Mastercard,True
TX809412,USD,82,10.0.0.154,iPhone,Card,DE,Online,143.98,U1003,DE,2026-02-07 14:34:00,Apple,42.0,Mastercard,True
TX559684,USD,83,10.0.0.105,Windows,ApplePay,US,POS,31.23,U5056,US,2026-02-07 14:34:00,eBay,27.0,Mastercard,False
TX873130,USD,84,10.0.0.116,iPhone,GooglePay,US,POS,72.51,U5635,US,2026-02-07 14:35:00,Netflix,41.0,Visa,False
TX532581,USD,85,10.0.0.178,iPhone,GooglePay,KZ,POS,21.65,U9263,KZ,2026-02-07 14:35:00,Amazon,52.0,Mastercard,True
TX437480,USD,86,10.0.0.134,Android,Card,DE,POS,118.78,U4501,DE,2026-02-07 14:35:00,Netflix,32.0,Visa,True
TX593955,USD,87,185.26.164.201,Unknown,Card,US,Online,8266.19,F9894,BR,2026-02-07 14:35:00,UnknownShop,55.0,Visa,True
TX684477,USD,88,10.0.0.76,Windows,GooglePay,US,Online,81.36,U6525,US,2026-02-07 14:35:00,Steam,30.0,Mastercard,False
TX789366,USD,89,10.0.0.181,iPhone,ApplePay,US,POS,159.57,U7498,US,2026-02-07 15:19:00,Netflix,43.0,Visa,False
TX271090,USD,90,185.149.190.154,Unknown,Card,US,Online,5007.4,F9460,BR,2026-02-07 15:19:00,AliExpress,39.0,Mastercard,True
TX803238,USD,91,10.0.0.175,Windows,ApplePay,US,Online,267.62,U1002,US,2026-02-07 15:19:00,Netflix,35.0,Visa,False
TX758450,USD,92,10.0.0.111,Android,ApplePay,DE,POS,214.5,U9939,DE,2026-02-07 15:19:00,eBay,37.0,Mastercard,True
TX551194,USD,93,185.87.211.51,Unknown,Card,US,Online,5050.16,F9086,CN,2026-02-07 15:19:00,AliExpress,59.0,Mastercard,True
TX501042,USD,94,185.196.135.150,Unknown,Card,US,Online,7258.3,F9474,RU,2026-02-07 15:19:00,UnknownShop,28.0,Visa,True
TX840228,USD,95,10.0.0.181,Android,GooglePay,US,Online,140.72,U7498,US,2026-02-07 15:19:00,Amazon,43.0,Mastercard,False
TX182781,USD,96,10.0.0.85,iPhone,Card,DE,Online,274.49,U7717,DE,2026-02-07 15:19:00,Steam,56.0,Mastercard,True
TX426281,USD,97,10.0.0.194,Windows,Card,DE,Online,175.12,U4501,DE,2026-02-08 21:24:00,Amazon,32.0,Mastercard,False
TX590243,USD,98,10.0.0.68,Windows,ApplePay,US,Online,201.92,U9298,US,2026-02-08 21:24:00,Apple,31.0,Visa,False
TX790906,USD,99,10.0.0.7,iPhone,ApplePay,DE,Online,20.23,U7367,DE,2026-02-08 21:24:00,eBay,32.0,Visa,False
TX482269,USD,100,10.0.0.125,iPhone,ApplePay,US,POS,92.52,U1001,US,2026-02-08 21:25:00,Apple,28.0,Mastercard,False
TX570613,USD,101,10.0.0.197,Android,ApplePay,US,POS,235.69,U2339,US,2026-02-08 21:25:00,Apple,20.0,Visa,False
TX632629,USD,102,185.117.193.181,Unknown,Card,US,Online,8073.86,F9868,CN,2026-02-08 21:25:00,UnknownShop,25.0,Mastercard,True
TX942313,USD,103,10.0.0.59,Android,Card,US,POS,159.75,U3554,US,2026-02-08 21:25:00,Apple,48.0,Mastercard,False
TX539381,USD,104,185.57.218.210,Unknown,Card,US,Online,2126.98,F9105,BR,2026-02-08 21:25:00,AliExpress,50.0,Mastercard,False
TX578985,USD,105,10.0.0.163,iPhone,ApplePay,DE,Online,225.41,U8077,DE,2026-02-08 21:25:00,eBay,34.0,Mastercard,False
TX888436,USD,106,185.220.70.102,Unknown,Card,US,Online,2498.04,F9191,BR,2026-02-08 21:25:00,UnknownShop,60.0,Mastercard,False
TX797769,USD,107,10.0.0.55,Windows,Card,US,Online,286.4,F9034,US,2026-02-08 21:25:00,Steam,51.0,Visa,False
TX693712,USD,108,10.0.0.187,Android,ApplePay,US,POS,124.87,F9460,US,2026-02-08 21:25:00,Apple,39.0,Visa,False
TX745580,USD,109,10.0.0.231,iPhone,GooglePay,US,Online,199.83,U6838,US,2026-02-08 21:25:00,Apple,57.0,Mastercard,False
TX603550,USD,110,10.0.0.59,Windows,Card,DE,Online,282.11,U4501,DE,2026-02-08 21:25:00,Steam,32.0,Mastercard,False
TX751774,USD,111,10.0.0.162,iPhone,ApplePay,KZ,Online,55.85,U4656,KZ,2026-02-08 21:25:00,Netflix,58.0,Visa,False
TX907949,USD,112,10.0.0.193,iPhone,GooglePay,DE,Online,91.13,U6992,DE,2026-02-08 21:25:00,Apple,24.0,Visa,False
TX519813,USD,113,10.0.0.17,Windows,Card,US,Online,67.17,F9474,US,2026-02-08 21:25:00,Netflix,28.0,Mastercard,False
TX637920,USD,114,10.0.0.21,Android,Card,US,Online,122.31,F9331,US,2026-02-08 21:25:00,Steam,57.0,Mastercard,False
TX347091,USD,115,10.0.0.63,Android,GooglePay,US,POS,132.06,U9298,US,2026-02-08 21:25:00,Apple,31.0,Visa,False
TX750932,USD,116,10.0.0.164,Windows,Card,DE,Online,254.41,U1003,DE,2026-02-08 21:26:00,Amazon,42.0,Mastercard,False
TX900397,USD,117,10.0.0.145,iPhone,Card,DE,POS,124.99,U4501,DE,2026-02-08 21:26:00,Amazon,32.0,Visa,False
TX344135,USD,118,10.0.0.65,iPhone,ApplePay,DE,Online,50.12,U7542,DE,2026-02-08 21:26:00,Steam,39.0,Mastercard,False
TX600460,USD,119,10.0.0.77,Windows,Card,US,Online,220.13,U6525,US,2026-02-08 21:26:00,eBay,30.0,Visa,False
TX123300,USD,120,10.0.0.233,Windows,Card,US,POS,108.42,F9460,US,2026-02-08 21:26:00,Steam,39.0,Mastercard,False
TX833512,USD,121,10.0.0.251,Windows,GooglePay,KZ,POS,105.58,U8159,KZ,2026-02-08 21:26:00,Netflix,26.0,Visa,False
TX135945,USD,122,185.124.246.57,Unknown,Card,US,Online,5408.87,F9295,CN,2026-02-08 21:26:00,UnknownShop,49.0,Visa,False
TX704423,USD,123,10.0.0.254,Windows,GooglePay,DE,POS,204.83,U7162,DE,2026-02-08 21:26:00,Netflix,22.0,Mastercard,False
TX656621,USD,124,10.0.0.118,Android,Card,US,Online,209.46,U1002,US,2026-02-08 21:26:00,Netflix,35.0,Visa,False
TX511120,USD,125,10.0.0.70,Windows,GooglePay,US,POS,250.8,U8370,US,2026-02-08 21:26:00,Netflix,19.0,Visa,False
TX780704,USD,128,10.0.0.114,iPhone,ApplePay,US,Online,69.32,U4045,US,2026-02-08 21:26:00,eBay,28.0,Mastercard,False
TX962888,USD,129,10.0.0.179,Android,Card,US,POS,62.88,U4102,US,2026-02-08 21:26:00,Amazon,60.0,Mastercard,False
TX522685,USD,126,185.91.104.249,Unknown,Card,US,Online,3661.62,F9097,BR,2026-02-08 21:26:00,UnknownShop,47.0,Mastercard,False
TX541277,USD,127,10.0.0.170,Windows,GooglePay,US,POS,55.13,U1001,US,2026-02-08 21:26:00,Steam,28.0,Mastercard,False
TX628392,USD,130,10.0.0.136,Windows,ApplePay,DE,Online,228.66,U9282,DE,2026-02-08 21:26:00,Netflix,50.0,Visa,False
TX254925,USD,131,10.0.0.200,Android,ApplePay,US,POS,116.64,U7498,US,2026-02-08 21:26:00,Netflix,43.0,Visa,False
TX693416,USD,132,10.0.0.176,iPhone,GooglePay,DE,Online,226.35,U8275,DE,2026-02-08 21:27:00,eBay,34.0,Mastercard,False
TX399127,USD,133,10.0.0.224,Android,Card,US,POS,261.07,U7498,US,2026-02-08 21:27:00,Netflix,43.0,Mastercard,False
TX541011,USD,134,10.0.0.35,iPhone,Card,US,Online,105.57,U3554,US,2026-02-08 21:27:00,Netflix,48.0,Visa,False
TX899257,USD,135,10.0.0.222,Android,ApplePay,KZ,Online,254.39,U5199,KZ,2026-02-08 21:27:00,Apple,48.0,Visa,False
TX645993,USD,136,10.0.0.222,iPhone,ApplePay,KZ,POS,294.04,U1004,KZ,2026-02-08 21:27:00,Steam,23.0,Visa,False
TX775967,USD,137,10.0.0.216,Android,GooglePay,KZ,Online,95.61,U3342,KZ,2026-02-08 21:27:00,Netflix,33.0,Mastercard,False
TX768267,USD,138,10.0.0.161,Android,GooglePay,US,Online,88.72,F9474,US,2026-02-08 21:27:00,Apple,28.0,Mastercard,False
TX573025,USD,139,10.0.0.254,Android,GooglePay,US,POS,203.35,U6525,US,2026-02-08 21:27:00,Netflix,30.0,Visa,False
