transaction_id,user_id,amount,currency,country,ip_address,device,recipient_id,recipient_country,recipient_is_resident,sender_is_resident,account_age_days,timestamp,merchant,payment_method,user_age,user_registration_country,card_type,transaction_type,is_fraud
TX704633,U3306,50.02,USD,RU,10.0.34.25,Windows,U3431,KZ,True,False,242,2026-06-08T12:18:43.857213,Apple,GooglePay,24,RU,Visa,Online,0
TX679313,U2903,1947.55,USD,KZ,10.0.49.139,Windows,U2457,KG,False,True,33,2026-06-08T08:42:39.026964,AliExpress,GooglePay,42,KZ,Mastercard,Online,0
TX628157,U8960,124.57,USD,KZ,10.0.18.118,Windows,U4568,DE,False,True,290,2026-06-08T08:49:36.835230,Spotify,ApplePay,36,KZ,Visa,P2P,0
TX949573,U6217,116.72,USD,KZ,10.0.20.83,Android,U3308,KZ,True,True,12,2026-06-08T22:58:17.460278,Apple,GooglePay,43,KZ,Visa,P2P,0
TX649265,U3647,50.49,USD,KZ,10.0.25.71,iPhone,U7093,KZ,True,True,351,2026-06-08T22:04:43.937731,Spotify,Card,29,KZ,Visa,POS,0
TX811630,U2533,34.04,USD,KZ,10.0.13.229,iPhone,U9642,RU,False,True,336,2026-06-08T22:32:26.400319,Spotify,GooglePay,65,KZ,Mastercard,Online,0
TX275592,U5690,261.32,USD,KZ,10.0.48.13,Android,U3563,KZ,True,True,75,2026-06-08T10:10:58.635816,eBay,ApplePay,57,KZ,Visa,P2P,0
TX254748,U1195,1640.64,USD,DE,10.0.41.71,MacBook,U3635,KZ,True,False,23,2026-06-08T15:05:12.609040,AliExpress,ApplePay,20,DE,Visa,Online,0
TX133757,U2365,16.86,USD,KZ,10.0.46.123,iPhone,U2627,UK,False,True,169,2026-06-08T22:20:38.967116,Apple,ApplePay,24,KZ,Visa,POS,0
TX326538,U8753,187.08,USD,RU,10.0.3.82,Windows,U3520,KZ,True,False,26,2026-06-08T11:13:16.206555,Booking,GooglePay,35,RU,Mastercard,P2P,0
TX720182,U8417,388.31,USD,RU,10.0.24.46,Windows,U4866,RU,False,False,50,2026-06-08T12:39:40.662963,Netflix,ApplePay,51,RU,Visa,Online,0
TX915770,U2489,3976.87,USD,UK,10.0.13.181,iPhone,U6661,UK,False,False,214,2026-06-08T13:50:19.202294,Netflix,Card,30,UK,Visa,POS,0
TX388838,U2578,1832.28,USD,KZ,10.0.18.31,MacBook,U9511,UZ,False,True,297,2026-06-08T11:34:50.110842,Netflix,Card,20,KZ,Mastercard,P2P,0
TX490431,U2220,20.16,USD,KZ,10.0.12.19,Android,U9548,RU,False,True,46,2026-06-08T16:58:46.891847,Spotify,ApplePay,21,KZ,Visa,Online,0
TX678351,U9034,794.14,USD,DE,10.0.24.167,Windows,U8839,DE,False,False,117,2026-06-08T15:56:30.468125,Steam,GooglePay,56,DE,Mastercard,Online,0
TX605327,U5317,2639.5,USD,DE,10.0.8.202,Windows,U7326,UK,False,False,327,2026-06-08T14:49:35.588905,AliExpress,ApplePay,65,DE,Mastercard,Online,0
TX440528,U9297,320.87,USD,KZ,10.0.12.185,Android,U1932,DE,False,True,190,2026-06-08T19:55:50.069417,Spotify,GooglePay,18,KZ,Visa,Online,0
TX947903,U4242,158.67,USD,RU,10.0.2.90,Android,U4259,DE,False,False,213,2026-06-08T09:57:13.040163,Booking,GooglePay,36,RU,Visa,Online,0
TX965757,U1976,13.84,USD,KZ,10.0.28.22,Android,U2288,UK,False,True,22,2026-06-08T22:56:36.203973,Amazon,GooglePay,19,KZ,Mastercard,POS,0
TX662966,U3936,272.64,USD,KZ,10.0.15.171,Windows,U1860,UZ,False,True,202,2026-06-08T18:39:03.880698,Amazon,GooglePay,28,KZ,Mastercard,P2P,0
TX274426,U9020,38.05,USD,KZ,10.0.32.183,Android,U1404,DE,False,True,24,2026-06-08T21:13:48.139443,Spotify,Card,61,KZ,Visa,P2P,0
TX123890,U6796,7060.98,USD,DE,10.0.28.36,Windows,U4177,DE,False,False,76,2026-06-08T11:54:24.123347,Amazon,ApplePay,33,DE,Visa,Online,0
TX507681,U5317,1532.43,USD,DE,10.0.8.202,Windows,U7116,KG,False,False,327,2026-06-08T10:09:50.972740,Spotify,GooglePay,65,DE,Visa,P2P,0
TX523508,U4977,102.35,USD,KZ,10.0.2.107,iPhone,U8629,DE,False,True,159,2026-06-08T16:32:05.784188,eBay,ApplePay,31,KZ,Mastercard,POS,0
TX738288,U2903,1641.82,USD,KZ,10.0.49.139,Windows,U2718,KZ,True,True,33,2026-06-08T16:03:09.407249,Netflix,ApplePay,42,KZ,Visa,P2P,0
TX602171,U4573,110.77,USD,U6184,KG,False,True,1,KZ,185.118.171.223,iPhone,2026-06-08T20:46:15.237796,AliExpress,GooglePay,53,KZ,Visa,P2P,1
TX407582,U5191,2939.98,USD,DE,10.0.29.191,Windows,U9185,UK,False,False,284,2026-06-08T13:49:32.399015,Booking,Card,35,DE,Visa,POS,0
TX496596,U8960,168.56,USD,KZ,10.0.18.118,Windows,U3542,KG,False,True,290,2026-06-08T18:14:47.315941,Apple,GooglePay,36,KZ,Mastercard,Online,0
TX329080,U8055,213.73,USD,KZ,10.0.34.34,iPhone,U3605,DE,False,True,349,2026-06-08T10:27:44.832267,AliExpress,Card,21,KZ,Mastercard,P2P,0
TX488056,U2619,3396.68,USD,DE,10.0.4.126,MacBook,U4296,KG,False,False,179,2026-06-08T15:57:05.000774,Apple,ApplePay,35,DE,Mastercard,POS,0
TX515711,U9297,221.42,USD,KZ,10.0.12.185,Android,U9967,KZ,True,True,190,2026-06-08T18:42:51.706146,AliExpress,ApplePay,18,KZ,Visa,Online,0
TX837203,U6083,38.84,USD,KZ,10.0.9.128,Android,U7879,UK,False,True,36,2026-06-08T20:06:04.558632,Steam,ApplePay,38,KZ,Mastercard,POS,0
TX165531,U1826,28.54,USD,KZ,10.0.49.159,Android,U1328,RU,False,True,363,2026-06-08T20:19:54.369467,Apple,ApplePay,55,KZ,Mastercard,POS,0
TX140549,U6058,310.61,USD,RU,10.0.10.186,Android,U1802,RU,False,False,362,2026-06-08T18:56:03.052632,Steam,GooglePay,40,RU,Visa,Online,0
TX352845,U3647,58.1,USD,KZ,10.0.25.71,iPhone,U3263,KZ,True,True,351,2026-06-08T20:21:09.206588,eBay,ApplePay,29,KZ,Mastercard,P2P,0
TX459798,U1344,35.34,USD,KZ,10.0.34.193,Android,U1927,DE,False,True,71,2026-06-08T20:40:12.985921,Steam,ApplePay,33,KZ,Mastercard,Online,0
TX924927,U5792,415.21,USD,U3105,KG,False,True,284,KZ,10.0.9.228,Android,2026-06-08T18:20:30.712759,Spotify,ApplePay,58,KZ,Mastercard,P2P,0
TX545033,U9034,758.13,USD,DE,10.0.24.167,Windows,U4739,KG,False,False,117,2026-06-08T09:50:26.249510,Steam,ApplePay,56,DE,Visa,P2P,0
TX977698,U3306,62.0,USD,RU,10.0.34.25,Windows,U1874,DE,False,False,242,2026-06-08T12:23:56.745083,Apple,GooglePay,24,RU,Visa,P2P,0
TX932535,U2297,1110.94,USD,DE,10.0.43.51,iPhone,U3710,DE,False,False,73,2026-06-08T12:50:08.471939,eBay,GooglePay,42,DE,Mastercard,P2P,0
TX775756,U6796,5136.73,USD,DE,10.0.28.36,Windows,U2394,KG,False,False,76,2026-06-08T16:09:25.261862,Apple,GooglePay,33,DE,Mastercard,P2P,0
TX413573,U1705,32.34,USD,KZ,10.0.19.58,iPhone,U5543,KG,False,True,94,2026-06-08T20:19:37.207839,Apple,ApplePay,56,KZ,Mastercard,P2P,0
TX740918,U8259,3386.59,USD,KZ,10.0.40.133,Windows,U7614,RU,False,True,250,2026-06-08T09:53:57.564041,AliExpress,ApplePay,37,KZ,Mastercard,P2P,0
TX286294,U4792,13.2,USD,KZ,10.0.16.135,Android,U8779,KZ,True,True,148,2026-06-08T20:09:16.858445,Steam,GooglePay,45,KZ,Mastercard,POS,0
TX150142,U6689,187.8,USD,KZ,10.0.25.90,Windows,U2512,DE,False,True,109,2026-06-08T20:51:53.764091,AliExpress,Card,25,KZ,Mastercard,Online,0
TX901972,U3936,816.72,USD,U9217,UZ,False,True,202,KZ,185.252.136.68,Android,2026-06-08T10:27:03.943740,AliExpress,Card,28,KZ,Visa,P2P,0
TX395910,U8028,46.84,USD,KZ,10.0.12.70,iPhone,U8985,KG,False,True,161,2026-06-08T22:32:57.432093,Amazon,GooglePay,57,KZ,Visa,P2P,0
TX412790,U3107,66.09,USD,KZ,10.0.30.135,Android,U6765,UZ,False,True,274,2026-06-08T19:38:19.900657,Steam,Card,56,KZ,Mastercard,Online,0
TX874110,U3846,57.41,USD,KZ,10.0.48.103,iPhone,U1428,KZ,True,True,12,2026-06-08T18:23:31.101411,Spotify,ApplePay,24,KZ,Visa,P2P,0
TX292877,U3306,51.56,USD,RU,10.0.34.25,Windows,U1458,UZ,False,False,242,2026-06-08T08:53:37.192531,AliExpress,Card,24,RU,Mastercard,P2P,0
TX421850,U7246,4812.44,USD,DE,10.0.10.53,iPhone,U4223,UK,False,False,220,2026-06-08T15:42:03.586048,Spotify,ApplePay,45,DE,Mastercard,P2P,0
TX201513,U6464,2929.93,USD,DE,10.0.49.212,iPhone,U9627,UZ,False,False,90,2026-06-08T14:36:07.436950,Apple,Card,36,DE,Mastercard,POS,0
TX810928,U8308,156.2,USD,RU,10.0.12.241,Android,U8072,KZ,True,False,115,2026-06-08T19:44:53.037749,eBay,GooglePay,39,RU,Mastercard,Online,0
TX131162,U3631,1110.14,USD,UK,10.0.8.204,MacBook,U7596,DE,False,False,20,2026-06-08T15:13:09.913993,Booking,ApplePay,60,UK,Mastercard,POS,0
TX882547,U3056,320.58,USD,RU,10.0.12.21,Windows,U4084,KZ,True,False,70,2026-06-08T20:30:55.688627,Spotify,ApplePay,43,RU,Mastercard,Online,0
TX642548,U5353,12.16,USD,KZ,10.0.21.40,Android,U7309,KG,False,True,192,2026-06-08T20:07:44.140598,Amazon,GooglePay,48,KZ,Mastercard,POS,0
TX903838,U5317,1717.57,USD,DE,10.0.8.202,Windows,U7470,UZ,False,False,327,2026-06-08T09:21:09.034977,Apple,Card,65,DE,Visa,POS,0
TX107203,U5253,1818.72,USD,KZ,10.0.19.93,Windows,U2140,RU,False,True,76,2026-06-08T16:44:02.490397,eBay,ApplePay,18,KZ,Mastercard,POS,0
TX272201,U7919,355.54,USD,RU,10.0.17.105,Windows,U2148,RU,False,False,289,2026-06-08T19:34:06.608155,Amazon,Card,43,RU,Mastercard,POS,0
TX753721,U5792,44.94,USD,KZ,10.0.9.228,Android,U7718,UK,False,True,284,2026-06-08T16:15:09.808871,Apple,ApplePay,58,KZ,Mastercard,P2P,0
TX542764,U6796,5847.43,USD,DE,10.0.28.36,Windows,U7489,UK,False,False,76,2026-06-08T10:35:22.467703,Steam,ApplePay,33,DE,Visa,Online,0
TX829125,U2489,2100.98,USD,UK,10.0.13.181,iPhone,U7292,DE,False,False,214,2026-06-08T15:33:57.181490,Amazon,Card,30,UK,Visa,Online,0
TX577439,U5897,73.71,USD,KZ,10.0.9.187,Android,U2666,UK,False,True,334,2026-06-08T18:28:38.098294,eBay,GooglePay,35,KZ,Visa,POS,0
TX297428,U3440,222.38,USD,KZ,10.0.36.115,Android,U3041,DE,False,True,108,2026-06-08T19:55:07.916348,Steam,GooglePay,44,KZ,Mastercard,P2P,0
TX561731,U2578,1599.44,USD,KZ,10.0.18.31,MacBook,U2607,DE,False,True,297,2026-06-08T15:13:02.413936,Amazon,Card,20,KZ,Visa,POS,0
TX205118,U5557,118.87,USD,KZ,10.0.48.136,Windows,U1228,UK,False,True,291,2026-06-08T09:00:46.693872,Steam,GooglePay,53,KZ,Mastercard,POS,0
TX422802,U9184,223.04,USD,KZ,10.0.28.67,Android,U9216,RU,False,True,217,2026-06-08T20:51:52.935077,Amazon,GooglePay,60,KZ,Visa,P2P,0
TX974133,U9184,212.31,USD,KZ,10.0.28.67,Android,U1185,DE,False,True,217,2026-06-08T09:36:57.291221,AliExpress,ApplePay,60,KZ,Visa,Online,0
TX998236,U8753,121.67,USD,RU,10.0.3.82,Windows,U8333,UZ,False,False,26,2026-06-08T19:39:58.417324,Booking,GooglePay,35,RU,Mastercard,P2P,0
TX132416,U6207,43.44,USD,KZ,10.0.45.220,Android,U8757,KG,False,True,289,2026-06-08T19:20:14.455694,AliExpress,GooglePay,47,KZ,Mastercard,Online,0
TX672996,U8028,34.63,USD,KZ,10.0.12.70,iPhone,U5920,RU,False,True,161,2026-06-08T21:52:23.347718,Spotify,GooglePay,57,KZ,Mastercard,Online,0
TX195019,U3631,1014.8,USD,UK,10.0.8.204,MacBook,U8852,KG,False,False,20,2026-06-08T16:42:02.449107,Netflix,GooglePay,60,UK,Mastercard,Online,0
TX307202,U2578,2101.02,USD,KZ,10.0.18.31,MacBook,U5235,UZ,False,True,297,2026-06-08T08:15:37.038349,Netflix,Card,20,KZ,Mastercard,POS,0
TX432844,U6796,4429.67,USD,DE,10.0.28.36,Windows,U1109,UZ,False,False,76,2026-06-08T09:36:04.345369,Spotify,GooglePay,33,DE,Visa,POS,0
TX124651,U6083,51.6,USD,KZ,10.0.9.128,Android,U5231,UK,False,True,36,2026-06-08T17:46:54.268969,Netflix,ApplePay,38,KZ,Visa,P2P,0
TX310965,U3701,132.59,USD,RU,10.0.15.104,Android,U9701,DE,False,False,137,2026-06-08T12:57:52.670701,Apple,GooglePay,24,RU,Mastercard,P2P,0
TX991468,U2365,18.62,USD,KZ,10.0.46.123,iPhone,U3670,UK,False,True,169,2026-06-08T21:04:30.150846,Steam,Card,24,KZ,Mastercard,Online,0
TX439405,U8753,112.3,USD,RU,10.0.3.82,Windows,U5468,UK,False,False,26,2026-06-08T18:06:24.660635,AliExpress,GooglePay,35,RU,Mastercard,POS,0
TX907942,U5526,2346.05,USD,KZ,10.0.37.153,Windows,U4084,UK,False,True,161,2026-06-08T10:09:05.526409,Spotify,GooglePay,48,KZ,Visa,P2P,0
TX171667,U3873,88.97,USD,KZ,10.0.18.35,Android,U5366,DE,False,True,8,2026-06-08T16:55:19.365828,Amazon,Card,23,KZ,Mastercard,P2P,0
TX218783,U9754,21.54,USD,KZ,10.0.44.234,iPhone,U7890,KG,False,True,213,2026-06-08T21:40:03.018975,Spotify,Card,54,KZ,Mastercard,Online,0
TX757746,U5526,2372.42,USD,KZ,10.0.37.153,Windows,U6583,DE,False,True,161,2026-06-08T11:02:03.155018,Netflix,Card,48,KZ,Visa,P2P,0
TX900089,U5557,76.76,USD,KZ,10.0.48.136,Windows,U4982,UZ,False,True,291,2026-06-08T08:45:37.099387,Apple,ApplePay,53,KZ,Visa,Online,0
TX132768,U5526,2362.97,USD,KZ,10.0.37.153,Windows,U9441,KG,False,True,161,2026-06-08T09:17:08.723405,eBay,Card,48,KZ,Mastercard,P2P,0
TX731837,U6464,3966.96,USD,DE,10.0.49.212,iPhone,U7945,KG,False,False,90,2026-06-08T15:31:06.686664,Amazon,GooglePay,36,DE,Mastercard,Online,0
TX298271,U5353,17.89,USD,KZ,10.0.21.40,Android,U2920,KG,False,True,192,2026-06-08T19:44:11.912265,Steam,ApplePay,48,KZ,Visa,POS,0
TX438550,U8839,391.86,USD,KZ,10.0.17.9,iPhone,U2845,KG,False,True,200,2026-06-08T18:11:14.490375,Apple,GooglePay,46,KZ,Mastercard,Online,0
TX542249,U6917,354.96,USD,U1686,UZ,False,True,220,KZ,185.78.253.161,MacBook,2026-06-08T10:16:36.358980,Spotify,Card,30,KZ,Mastercard,P2P,1
TX254948,U5792,41.22,USD,KZ,10.0.9.228,Android,U8352,KZ,True,True,284,2026-06-08T16:55:25.785008,Booking,ApplePay,58,KZ,Mastercard,P2P,0
TX310010,U8308,156.99,USD,RU,10.0.12.241,Android,U2379,KG,False,False,115,2026-06-08T18:25:34.093317,Apple,ApplePay,39,RU,Mastercard,Online,0
TX721413,U2533,41.71,USD,KZ,10.0.13.229,iPhone,U4916,RU,False,True,336,2026-06-08T18:18:41.525262,Steam,ApplePay,65,KZ,Visa,POS,0
TX229456,U6555,198.73,USD,U1821,KG,False,True,342,KZ,10.0.36.255,VirtualMachine,2026-06-08T02:58:33.540380,Booking,Card,57,KZ,Mastercard,P2P,1
TX170593,U7065,10.87,USD,KZ,10.0.9.143,iPhone,U3344,RU,False,True,105,2026-06-08T18:49:43.956516,Amazon,GooglePay,46,KZ,Mastercard,Online,0
TX175976,U7613,166.07,USD,RU,10.0.6.122,iPhone,U4363,DE,False,False,71,2026-06-08T08:58:06.733066,Booking,Card,38,RU,Visa,Online,0
TX573325,U3926,2028.29,USD,U6362,KG,False,True,201,KZ,10.0.11.90,Windows,2026-06-08T18:01:00.220050,Spotify,GooglePay,39,KZ,Mastercard,P2P,0
TX309054,U1545,4393.7,USD,DE,10.0.49.17,MacBook,U7946,DE,False,False,6,2026-06-08T13:01:40.373295,Booking,ApplePay,23,DE,Mastercard,P2P,0
TX811681,U4977,62.32,USD,KZ,10.0.2.107,iPhone,U5333,KG,False,True,159,2026-06-08T21:15:16.973653,Booking,Card,31,KZ,Visa,P2P,0
TX938383,U6458,102.32,USD,RU,10.0.11.154,Windows,U5917,UK,False,False,311,2026-06-08T09:10:02.255032,Spotify,GooglePay,51,RU,Visa,POS,0
TX892928,U6829,2582.58,USD,KZ,10.0.3.21,iPhone,U8552,DE,False,True,69,2026-06-08T12:24:56.553867,Netflix,Card,28,KZ,Visa,P2P,0
TX525455,U2365,25.99,USD,KZ,10.0.46.123,iPhone,U7673,UK,False,True,169,2026-06-08T22:23:57.468796,Spotify,Card,24,KZ,Mastercard,P2P,0
TX379828,U5282,40.42,USD,KZ,10.0.14.198,Android,U5399,UZ,False,True,128,2026-06-08T20:00:58.770608,Amazon,Card,27,KZ,Visa,POS,0
TX983396,U6555,38.82,USD,KZ,10.0.36.255,Android,U6054,RU,False,True,342,2026-06-08T17:31:12.714178,Steam,GooglePay,57,KZ,Mastercard,P2P,0
TX437740,U5282,39.55,USD,KZ,10.0.14.198,Android,U3940,KZ,True,True,128,2026-06-08T19:48:23.097899,Amazon,ApplePay,27,KZ,Mastercard,P2P,0
TX648876,U3846,80.05,USD,KZ,10.0.48.103,iPhone,U4156,UZ,False,True,12,2026-06-08T17:12:58.811450,eBay,ApplePay,24,KZ,Visa,POS,0
TX239821,U1250,143.41,USD,RU,10.0.6.232,Windows,U6342,UZ,False,False,345,2026-06-08T08:57:45.422164,Booking,GooglePay,45,RU,Visa,Online,0
TX866305,U4096,219.33,USD,RU,10.0.37.84,Android,U8485,KZ,True,False,78,2026-06-08T18:45:56.292902,Spotify,Card,50,RU,Visa,POS,0
TX483674,U5897,1240.37,USD,U2082,RU,False,True,334,KZ,10.0.9.187,Android,2026-06-08T11:16:34.752148,Booking,ApplePay,35,KZ,Mastercard,P2P,1
TX988911,U6356,98.62,USD,KZ,10.0.24.203,iPhone,U6031,RU,False,True,132,2026-06-08T10:08:03.460279,Spotify,Card,63,KZ,Mastercard,P2P,0
TX216599,U4573,35.24,USD,KZ,10.0.12.180,Android,U1779,RU,False,True,1,2026-06-08T22:20:03.740122,Steam,ApplePay,53,KZ,Visa,P2P,0
TX176549,U3602,1743.54,USD,KZ,10.0.5.83,iPhone,U6249,RU,False,True,16,2026-06-08T16:02:08.311940,Netflix,Card,63,KZ,Visa,Online,0
TX298277,U9092,335.77,USD,RU,10.0.15.221,iPhone,U8578,KZ,True,False,86,2026-06-08T08:43:42.309015,Spotify,ApplePay,51,RU,Mastercard,POS,0
TX513021,U3107,46.64,USD,KZ,10.0.30.135,Android,U8918,UZ,False,True,274,2026-06-08T22:15:36.747410,Apple,ApplePay,56,KZ,Visa,P2P,0
TX894263,U5557,67.77,USD,KZ,10.0.48.136,Windows,U7330,UK,False,True,291,2026-06-08T09:59:20.896403,Netflix,GooglePay,53,KZ,Visa,P2P,0
TX563278,U6917,40.55,USD,KZ,10.0.31.172,iPhone,U9701,KZ,True,True,220,2026-06-08T18:28:05.327354,eBay,Card,30,KZ,Visa,P2P,0
TX560335,U1344,59.49,USD,KZ,10.0.34.193,Android,U7395,RU,False,True,71,2026-06-08T16:56:56.248474,Netflix,GooglePay,33,KZ,Mastercard,POS,0
TX792448,U5897,86.21,USD,KZ,10.0.9.187,Android,U1429,DE,False,True,334,2026-06-08T21:45:41.463026,Spotify,Card,35,KZ,Visa,Online,0
TX275652,U8753,82.95,USD,RU,10.0.3.82,Windows,U6616,DE,False,False,26,2026-06-08T08:40:35.310408,AliExpress,ApplePay,35,RU,Visa,POS,0
TX289201,U5191,5783.62,USD,DE,10.0.29.191,Windows,U8212,DE,False,False,284,2026-06-08T15:22:24.842209,eBay,ApplePay,35,DE,Mastercard,POS,0
TX281642,U8753,143.57,USD,RU,10.0.3.82,Windows,U8435,KZ,True,False,26,2026-06-08T09:03:45.116055,AliExpress,ApplePay,35,RU,Visa,P2P,0
TX461562,U1640,313.81,USD,KZ,10.0.29.27,Windows,U4487,UZ,False,True,207,2026-06-08T18:47:01.073761,Spotify,Card,43,KZ,Visa,POS,0
TX930935,U4977,31.12,USD,KZ,10.0.2.107,iPhone,U3528,UK,False,True,159,2026-06-08T17:03:13.023321,Apple,ApplePay,31,KZ,Mastercard,POS,0
TX423881,U9184,266.67,USD,KZ,10.0.28.67,Android,U1958,KZ,True,True,217,2026-06-08T12:44:55.883017,Booking,ApplePay,60,KZ,Visa,Online,0
TX226050,U5329,34.49,USD,KZ,10.0.19.52,iPhone,U1690,RU,False,True,88,2026-06-08T20:43:56.951043,Steam,Card,35,KZ,Mastercard,Online,0
TX513686,U6207,53.94,USD,KZ,10.0.45.220,Android,U1237,DE,False,True,289,2026-06-08T19:49:50.943762,Amazon,GooglePay,47,KZ,Mastercard,POS,0
TX349812,U4418,1822.85,USD,KZ,10.0.2.225,MacBook,U8689,UZ,False,True,4,2026-06-08T10:27:34.336846,Apple,GooglePay,55,KZ,Visa,P2P,0
TX440085,U3233,5237.01,USD,KZ,10.0.27.229,iPhone,U2244,KZ,True,True,87,2026-06-08T12:57:34.358260,Steam,Card,24,KZ,Mastercard,POS,0
TX398349,U7246,3690.04,USD,DE,10.0.10.53,iPhone,U9179,UZ,False,False,220,2026-06-08T14:12:39.513304,Booking,GooglePay,45,DE,Visa,Online,0
TX926323,U8055,262.48,USD,KZ,10.0.34.34,iPhone,U7167,UK,False,True,349,2026-06-08T20:35:05.858545,Netflix,Card,21,KZ,Mastercard,POS,0
TX128846,U6217,68.11,USD,KZ,10.0.20.83,Android,U2699,UZ,False,True,12,2026-06-08T21:27:51.835196,Amazon,ApplePay,43,KZ,Visa,POS,0
TX375847,U3936,306.2,USD,KZ,10.0.15.171,Windows,U3021,UK,False,True,202,2026-06-08T12:38:08.675956,AliExpress,GooglePay,28,KZ,Mastercard,POS,0
TX176278,U2533,286.04,USD,U8024,RU,False,True,336,KZ,10.0.13.229,VirtualMachine,2026-06-08T18:43:16.989255,eBay,ApplePay,65,KZ,Mastercard,P2P,1
TX851021,U9034,745.4,USD,DE,10.0.24.167,Windows,U2751,KZ,True,False,117,2026-06-08T09:36:13.114897,Amazon,GooglePay,56,DE,Visa,P2P,0
TX273519,U5353,8.1,USD,KZ,10.0.21.40,Android,U3116,DE,False,True,192,2026-06-08T22:53:06.163013,Amazon,ApplePay,48,KZ,Mastercard,POS,0
TX216785,U5874,270.8,USD,KZ,10.0.24.55,iPhone,U7984,RU,False,True,281,2026-06-08T08:50:09.219492,Steam,Card,47,KZ,Mastercard,POS,0
TX730823,U3846,54.0,USD,KZ,10.0.48.103,iPhone,U9445,KG,False,True,12,2026-06-08T21:46:33.495416,AliExpress,GooglePay,24,KZ,Visa,Online,0
TX366355,U2914,69.95,USD,KZ,10.0.36.236,iPhone,U1420,UK,False,True,101,2026-06-08T16:31:22.934848,Apple,ApplePay,20,KZ,Mastercard,Online,0
TX666698,U7919,381.06,USD,RU,10.0.17.105,Windows,U2787,DE,False,False,289,2026-06-08T12:19:37.824960,Spotify,Card,43,RU,Visa,Online,0
TX135660,U6159,5740.63,USD,DE,10.0.3.155,iPhone,U7306,KZ,True,False,300,2026-06-08T16:56:04.362546,Steam,Card,48,DE,Mastercard,Online,0
TX537362,U5557,1075.79,USD,U7578,KZ,True,True,291,KZ,10.0.48.136,Windows,2026-06-08T18:33:23.655184,Spotify,GooglePay,53,KZ,Visa,P2P,1
TX100715,U9238,1111.68,USD,DE,10.0.8.63,MacBook,U1773,KZ,True,False,113,2026-06-08T16:29:32.098570,Amazon,Card,35,DE,Mastercard,P2P,0
TX845032,U5645,51.46,USD,RU,10.0.26.18,iPhone,U5368,KZ,True,False,7,2026-06-08T08:58:39.631415,eBay,ApplePay,28,RU,Visa,POS,0
TX729492,U6083,39.66,USD,KZ,10.0.9.128,Android,U9399,UZ,False,True,36,2026-06-08T19:54:30.474784,Netflix,ApplePay,38,KZ,Mastercard,Online,0
TX192149,U2220,23.59,USD,KZ,10.0.12.19,Android,U4050,KZ,True,True,46,2026-06-08T16:24:00.851791,Netflix,ApplePay,21,KZ,Mastercard,P2P,0
TX950419,U2365,19.11,USD,KZ,10.0.46.123,iPhone,U3173,RU,False,True,169,2026-06-08T20:28:23.661704,Amazon,GooglePay,24,KZ,Mastercard,POS,0
TX221637,U9020,30.27,USD,KZ,10.0.32.183,Android,U2273,DE,False,True,24,2026-06-08T16:53:14.252437,Booking,GooglePay,61,KZ,Visa,POS,0
TX545487,U5690,181.38,USD,KZ,10.0.48.13,Android,U5568,UK,False,True,75,2026-06-08T11:28:08.390314,Steam,ApplePay,57,KZ,Visa,POS,0
